full_text,clean_text,tokens,normalized_tokens,filtered_tokens,stemmed_tokens,final_text,sentiment
Got questions about #AirQuality sensors? CO2 VOC PM? Ask away and I'll answer every single one! #askmeanything #ama,got questions about sensors co voc pm ask away and ill answer every single one,"['got', 'questions', 'about', 'sensors', 'co', 'voc', 'pm', 'ask', 'away', 'and', 'ill', 'answer', 'every', 'single', 'one']","['got', 'questions', 'about', 'sensors', 'co', 'voc', 'pm', 'ask', 'away', 'and', 'ill', 'answer', 'every', 'single', 'one']","['got', 'questions', 'sensors', 'co', 'voc', 'ask', 'away', 'ill', 'answer', 'every', 'single']","['got', 'questions', 'sensors', 'co', 'voc', 'ask', 'away', 'ill', 'answer', 'every', 'single']",got questions sensors co voc ask away ill answer every single,negative
Whilst @douaymartyrscs proved they're no suckers with their TCT - Tunnel Cleaning Train a 4-car hybrid built to suck dust and disinfect tunnels and tracks - improving air quality on the tube! Loved these innovative ideas - a huge congratulations to all of the students! https://t.co/LLAMlmheIo,whilst proved theyre no suckers with their tct tunnel cleaning train a car hybrid built to suck dust and disinfect tunnels and tracks improving air quality on the tube loved these innovative ideas a huge congratulations to all of the students,"['whilst', 'proved', 'theyre', 'no', 'suckers', 'with', 'their', 'tct', 'tunnel', 'cleaning', 'train', 'a', 'car', 'hybrid', 'built', 'to', 'suck', 'dust', 'and', 'disinfect', 'tunnels', 'and', 'tracks', 'improving', 'air', 'quality', 'on', 'the', 'tube', 'loved', 'these', 'innovative', 'ideas', 'a', 'huge', 'congratulations', 'to', 'all', 'of', 'the', 'students']","['whilst', 'proved', 'theyre', 'no', 'suckers', 'with', 'their', 'tct', 'tunnel', 'cleaning', 'train', 'a', 'car', 'hybrid', 'built', 'to', 'suck', 'dust', 'and', 'disinfect', 'tunnels', 'and', 'tracks', 'improving', 'air', 'quality', 'on', 'the', 'tube', 'loved', 'these', 'innovative', 'ideas', 'a', 'huge', 'congratulations', 'to', 'all', 'of', 'the', 'students']","['whilst', 'proved', 'theyre', 'suckers', 'tct', 'tunnel', 'cleaning', 'train', 'car', 'hybrid', 'built', 'suck', 'dust', 'disinfect', 'tunnels', 'tracks', 'improving', 'air', 'quality', 'tube', 'loved', 'innovative', 'ideas', 'huge', 'congratulations', 'students']","['whilst', 'proved', 'theyre', 'suckers', 'tct', 'tunnel', 'cleaning', 'train', 'car', 'hybrid', 'built', 'suck', 'dust', 'disinfect', 'tunnels', 'tracks', 'improving', 'air', 'quality', 'tube', 'loved', 'innovative', 'ideas', 'huge', 'congratulations', 'students']",whilst proved theyre suckers tct tunnel cleaning train car hybrid built suck dust disinfect tunnels tracks improving air quality tube loved innovative ideas huge congratulations students,positive
The Green Party need to push @UKLabour to put sensible public health measures in place to control airborne infectious diseases &amp,the green party need to push to put sensible public health measures in place to control airborne infectious diseases amp,"['the', 'green', 'party', 'need', 'to', 'push', 'to', 'put', 'sensible', 'public', 'health', 'measures', 'in', 'place', 'to', 'control', 'airborne', 'infectious', 'diseases', 'amp']","['the', 'green', 'party', 'need', 'to', 'push', 'to', 'put', 'sensible', 'public', 'health', 'measures', 'in', 'place', 'to', 'control', 'airborne', 'infectious', 'diseases', 'amp']","['green', 'party', 'push', 'put', 'sensible', 'public', 'health', 'measures', 'place', 'control', 'airborne', 'infectious', 'diseases']","['green', 'party', 'push', 'put', 'sensible', 'public', 'health', 'measures', 'place', 'control', 'airborne', 'infectious', 'diseases']",green party push put sensible public health measures place control airborne infectious diseases,positive
@mviser and no single country can end a pandemic (which by definition is global). how we end covid: by relieving stress on Coral with complex sound affecting Climate Change and Air Quality.,and no single country can end a pandemic which by definition is global how we end covid by relieving stress on coral with complex sound affecting climate change and air quality,"['and', 'no', 'single', 'country', 'can', 'end', 'a', 'pandemic', 'which', 'by', 'definition', 'is', 'global', 'how', 'we', 'end', 'covid', 'by', 'relieving', 'stress', 'on', 'coral', 'with', 'complex', 'sound', 'affecting', 'climate', 'change', 'and', 'air', 'quality']","['and', 'no', 'single', 'country', 'can', 'end', 'a', 'pandemic', 'which', 'by', 'definition', 'is', 'global', 'how', 'we', 'end', 'covid', 'by', 'relieving', 'stress', 'on', 'coral', 'with', 'complex', 'sound', 'affecting', 'climate', 'change', 'and', 'air', 'quality']","['single', 'country', 'end', 'pandemic', 'definition', 'global', 'end', 'covid', 'relieving', 'stress', 'coral', 'complex', 'sound', 'affecting', 'climate', 'change', 'air', 'quality']","['single', 'country', 'end', 'pandemic', 'definition', 'global', 'end', 'covid', 'relieving', 'stress', 'coral', 'complex', 'sound', 'affecting', 'climate', 'change', 'air', 'quality']",single country end pandemic definition global end covid relieving stress coral complex sound affecting climate change air quality,negative
How to check your indoor air quality with @Airthings this #summer #break... https://t.co/2TKUJvZUOF via @YouTube,how to check your indoor air quality with this via,"['how', 'to', 'check', 'your', 'indoor', 'air', 'quality', 'with', 'this', 'via']","['how', 'to', 'check', 'your', 'indoor', 'air', 'quality', 'with', 'this', 'via']","['check', 'indoor', 'air', 'quality', 'via']","['check', 'indoor', 'air', 'quality', 'via']",check indoor air quality via,neutral
KP.3 CDC warns new Covid variant KP.3 will continue increasing in US Variants will keep coming so long as infection continues to be transmitted Improving air quality is just one way to stopping it @yaneerbaryam @TheWHN @organicbotanic @malolisica https://t.co/QdxTbKcQ9P,kp cdc warns new covid variant kp will continue increasing in us variants will keep coming so long as infection continues to be transmitted improving air quality is just one way to stopping it,"['kp', 'cdc', 'warns', 'new', 'covid', 'variant', 'kp', 'will', 'continue', 'increasing', 'in', 'us', 'variants', 'will', 'keep', 'coming', 'so', 'long', 'as', 'infection', 'continues', 'to', 'be', 'transmitted', 'improving', 'air', 'quality', 'is', 'just', 'one', 'way', 'to', 'stopping', 'it']","['kp', 'cdc', 'warns', 'new', 'covid', 'variant', 'kp', 'will', 'continue', 'increasing', 'in', 'us', 'variants', 'will', 'keep', 'coming', 'so', 'long', 'as', 'infection', 'continues', 'to', 'be', 'transmitted', 'improving', 'air', 'quality', 'is', 'just', 'one', 'way', 'to', 'stopping', 'it']","['kp', 'cdc', 'warns', 'new', 'covid', 'variant', 'kp', 'continue', 'increasing', 'variants', 'keep', 'coming', 'long', 'infection', 'continues', 'transmitted', 'improving', 'air', 'quality', 'way', 'stopping']","['kp', 'cdc', 'warns', 'new', 'covid', 'variant', 'kp', 'continue', 'increasing', 'variants', 'keep', 'coming', 'long', 'infection', 'continues', 'transmitted', 'improving', 'air', 'quality', 'way', 'stopping']",kp cdc warns new covid variant kp continue increasing variants keep coming long infection continues transmitted improving air quality way stopping,positive
@LindaWesson We have one here they started testing the alarms for it again. In case of leaking and the risk for the community. Not sure if they are planning on using. Salton Sea is a big problem for air quality and acid rain across the nation.,we have one here they started testing the alarms for it again in case of leaking and the risk for the community not sure if they are planning on using salton sea is a big problem for air quality and acid rain across the nation,"['we', 'have', 'one', 'here', 'they', 'started', 'testing', 'the', 'alarms', 'for', 'it', 'again', 'in', 'case', 'of', 'leaking', 'and', 'the', 'risk', 'for', 'the', 'community', 'not', 'sure', 'if', 'they', 'are', 'planning', 'on', 'using', 'salton', 'sea', 'is', 'a', 'big', 'problem', 'for', 'air', 'quality', 'and', 'acid', 'rain', 'across', 'the', 'nation']","['we', 'have', 'one', 'here', 'they', 'started', 'testing', 'the', 'alarms', 'for', 'it', 'again', 'in', 'case', 'of', 'leaking', 'and', 'the', 'risk', 'for', 'the', 'community', 'not', 'sure', 'if', 'they', 'are', 'planning', 'on', 'using', 'salton', 'sea', 'is', 'a', 'big', 'problem', 'for', 'air', 'quality', 'and', 'acid', 'rain', 'across', 'the', 'nation']","['started', 'testing', 'alarms', 'case', 'leaking', 'risk', 'community', 'sure', 'planning', 'using', 'salton', 'sea', 'big', 'problem', 'air', 'quality', 'acid', 'rain', 'across', 'nation']","['started', 'testing', 'alarms', 'case', 'leaking', 'risk', 'community', 'sure', 'planning', 'using', 'salton', 'sea', 'big', 'problem', 'air', 'quality', 'acid', 'rain', 'across', 'nation']",started testing alarms case leaking risk community sure planning using salton sea big problem air quality acid rain across nation,negative
Westchester County Health Department Shares Heat and Air Quality Advisory Heat Advisory in Effect Now Through Tuesday July 9 at 8 p.m. Read more here: https://t.co/AwRadb76QP https://t.co/RkqNT7S9CC,westchester county health department shares heat and air quality advisory heat advisory in effect now through tuesday july at pm read more here,"['westchester', 'county', 'health', 'department', 'shares', 'heat', 'and', 'air', 'quality', 'advisory', 'heat', 'advisory', 'in', 'effect', 'now', 'through', 'tuesday', 'july', 'at', 'pm', 'read', 'more', 'here']","['westchester', 'county', 'health', 'department', 'shares', 'heat', 'and', 'air', 'quality', 'advisory', 'heat', 'advisory', 'in', 'effect', 'now', 'through', 'tuesday', 'july', 'at', 'pm', 'read', 'more', 'here']","['westchester', 'county', 'health', 'department', 'shares', 'heat', 'air', 'quality', 'advisory', 'heat', 'advisory', 'effect', 'tuesday', 'july', 'read']","['westchester', 'county', 'health', 'department', 'shares', 'heat', 'air', 'quality', 'advisory', 'heat', 'advisory', 'effect', 'tuesday', 'july', 'read']",westchester county health department shares heat air quality advisory heat advisory effect tuesday july read,positive
Establishment of a hyperlocal network of LCC air quality monitoring stations in the Volta using best practices integrated with capacity building for air pollution data management visualization analysis and interpretation to support APMC. https://t.co/awBwLYv4D2,establishment of a hyperlocal network of lcc air quality monitoring stations in the volta using best practices integrated with capacity building for air pollution data management visualization analysis and interpretation to support apmc,"['establishment', 'of', 'a', 'hyperlocal', 'network', 'of', 'lcc', 'air', 'quality', 'monitoring', 'stations', 'in', 'the', 'volta', 'using', 'best', 'practices', 'integrated', 'with', 'capacity', 'building', 'for', 'air', 'pollution', 'data', 'management', 'visualization', 'analysis', 'and', 'interpretation', 'to', 'support', 'apmc']","['establishment', 'of', 'a', 'hyperlocal', 'network', 'of', 'lcc', 'air', 'quality', 'monitoring', 'stations', 'in', 'the', 'volta', 'using', 'best', 'practices', 'integrated', 'with', 'capacity', 'building', 'for', 'air', 'pollution', 'data', 'management', 'visualization', 'analysis', 'and', 'interpretation', 'to', 'support', 'apmc']","['establishment', 'hyperlocal', 'network', 'lcc', 'air', 'quality', 'monitoring', 'stations', 'volta', 'using', 'best', 'practices', 'integrated', 'capacity', 'building', 'air', 'pollution', 'data', 'management', 'visualization', 'analysis', 'interpretation', 'support', 'apmc']","['establishment', 'hyperlocal', 'network', 'lcc', 'air', 'quality', 'monitoring', 'stations', 'volta', 'using', 'best', 'practices', 'integrated', 'capacity', 'building', 'air', 'pollution', 'data', 'management', 'visualization', 'analysis', 'interpretation', 'support', 'apmc']",establishment hyperlocal network lcc air quality monitoring stations volta using best practices integrated capacity building air pollution data management visualization analysis interpretation support apmc,positive
Something like that! Contact us TODAY for assistance: https://t.co/TcrJ07vrz2 #CleanSweep #DuctCleaning #Pinellas #Sarasota #Tampa #Bradenton #AirQuality #Ductwork #DuctCleaningServices https://t.co/b5uiKLcU0b,something like that contact us today for assistance,"['something', 'like', 'that', 'contact', 'us', 'today', 'for', 'assistance']","['something', 'like', 'that', 'contact', 'us', 'today', 'for', 'assistance']","['something', 'like', 'contact', 'today', 'assistance']","['something', 'like', 'contact', 'today', 'assistance']",something like contact today assistance,positive
@stacycay @Francis54252189 @davidsteinle Mexico city is beautiful but it has a lot of serious problems. The air quality is awful. The crime is terrible and the city is literally sinking.,mexico city is beautiful but it has a lot of serious problems the air quality is awful the crime is terrible and the city is literally sinking,"['mexico', 'city', 'is', 'beautiful', 'but', 'it', 'has', 'a', 'lot', 'of', 'serious', 'problems', 'the', 'air', 'quality', 'is', 'awful', 'the', 'crime', 'is', 'terrible', 'and', 'the', 'city', 'is', 'literally', 'sinking']","['mexico', 'city', 'is', 'beautiful', 'but', 'it', 'has', 'a', 'lot', 'of', 'serious', 'problems', 'the', 'air', 'quality', 'is', 'awful', 'the', 'crime', 'is', 'terrible', 'and', 'the', 'city', 'is', 'literally', 'sinking']","['mexico', 'city', 'beautiful', 'lot', 'serious', 'problems', 'air', 'quality', 'awful', 'crime', 'terrible', 'city', 'literally', 'sinking']","['mexico', 'city', 'beautiful', 'lot', 'serious', 'problems', 'air', 'quality', 'awful', 'crime', 'terrible', 'city', 'literally', 'sinking']",mexico city beautiful lot serious problems air quality awful crime terrible city literally sinking,negative
Gicumbi's renewable energy projects have cut down on pollution and improved air quality! #ToraKagame24 #RPFOnTop,gicumbis renewable energy projects have cut down on pollution and improved air quality,"['gicumbis', 'renewable', 'energy', 'projects', 'have', 'cut', 'down', 'on', 'pollution', 'and', 'improved', 'air', 'quality']","['gicumbis', 'renewable', 'energy', 'projects', 'have', 'cut', 'down', 'on', 'pollution', 'and', 'improved', 'air', 'quality']","['gicumbis', 'renewable', 'energy', 'projects', 'cut', 'pollution', 'improved', 'air', 'quality']","['gicumbis', 'renewable', 'energy', 'projects', 'cut', 'pollution', 'improved', 'air', 'quality']",gicumbis renewable energy projects cut pollution improved air quality,positive
These are signs of poor indoor air quality. Let us help you identify and address these issues. Contact PowerBees today for a healthier home environment. 1-888-402-2337 support@powerbees.com https://t.co/Gs1CtpA844 https://t.co/SsZOhGzlBX ... https://t.co/7Uxr6jWSZL https://t.co/lTjNDEi48w,these are signs of poor indoor air quality let us help you identify and address these issues contact powerbees today for a healthier home environment supportcom,"['these', 'are', 'signs', 'of', 'poor', 'indoor', 'air', 'quality', 'let', 'us', 'help', 'you', 'identify', 'and', 'address', 'these', 'issues', 'contact', 'powerbees', 'today', 'for', 'a', 'healthier', 'home', 'environment', 'supportcom']","['these', 'are', 'signs', 'of', 'poor', 'indoor', 'air', 'quality', 'let', 'us', 'help', 'you', 'identify', 'and', 'address', 'these', 'issues', 'contact', 'powerbees', 'today', 'for', 'a', 'healthier', 'home', 'environment', 'supportcom']","['signs', 'poor', 'indoor', 'air', 'quality', 'let', 'help', 'identify', 'address', 'issues', 'contact', 'powerbees', 'today', 'healthier', 'home', 'environment', 'supportcom']","['signs', 'poor', 'indoor', 'air', 'quality', 'let', 'help', 'identify', 'address', 'issues', 'contact', 'powerbees', 'today', 'healthier', 'home', 'environment', 'supportcom']",signs poor indoor air quality let help identify address issues contact powerbees today healthier home environment supportcom,negative
The fast-spreading Royal Fire is affecting air quality near Tahoe. Follow our tracker for live ratings: https://t.co/qPflPOB2jF,the fastspreading royal fire is affecting air quality near tahoe follow our tracker for live ratings,"['the', 'fastspreading', 'royal', 'fire', 'is', 'affecting', 'air', 'quality', 'near', 'tahoe', 'follow', 'our', 'tracker', 'for', 'live', 'ratings']","['the', 'fastspreading', 'royal', 'fire', 'is', 'affecting', 'air', 'quality', 'near', 'tahoe', 'follow', 'our', 'tracker', 'for', 'live', 'ratings']","['fastspreading', 'royal', 'fire', 'affecting', 'air', 'quality', 'near', 'tahoe', 'follow', 'tracker', 'live', 'ratings']","['fastspreading', 'royal', 'fire', 'affecting', 'air', 'quality', 'near', 'tahoe', 'follow', 'tracker', 'live', 'ratings']",fastspreading royal fire affecting air quality near tahoe follow tracker live ratings,negative
Hear what our customers have to say about the Clevast Smart Dehumidifier. From mold prevention to enhanced air quality it's the ultimate solution for a healthier home environment. Get yours today! https://t.co/X5UFeMcyxM #Clevast #dehumidifier #moisturefree #breatheeasy https://t.co/WBkV44eQUQ,hear what our customers have to say about the clevast smart dehumidifier from mold prevention to enhanced air quality its the ultimate solution for a healthier home environment get yours today,"['hear', 'what', 'our', 'customers', 'have', 'to', 'say', 'about', 'the', 'clevast', 'smart', 'dehumidifier', 'from', 'mold', 'prevention', 'to', 'enhanced', 'air', 'quality', 'its', 'the', 'ultimate', 'solution', 'for', 'a', 'healthier', 'home', 'environment', 'get', 'yours', 'today']","['hear', 'what', 'our', 'customers', 'have', 'to', 'say', 'about', 'the', 'clevast', 'smart', 'dehumidifier', 'from', 'mold', 'prevention', 'to', 'enhanced', 'air', 'quality', 'its', 'the', 'ultimate', 'solution', 'for', 'a', 'healthier', 'home', 'environment', 'get', 'yours', 'today']","['hear', 'customers', 'say', 'clevast', 'smart', 'dehumidifier', 'mold', 'prevention', 'enhanced', 'air', 'quality', 'ultimate', 'solution', 'healthier', 'home', 'environment', 'today']","['hear', 'customers', 'say', 'clevast', 'smart', 'dehumidifier', 'mold', 'prevention', 'enhanced', 'air', 'quality', 'ultimate', 'solution', 'healthier', 'home', 'environment', 'today']",hear customers say clevast smart dehumidifier mold prevention enhanced air quality ultimate solution healthier home environment today,positive
️ Want to ensure your indoor air quality is top-notch? Get reliable lab testing by Air Allergen &amp,want to ensure your indoor air quality is topnotch get reliable lab testing by air allergen amp,"['want', 'to', 'ensure', 'your', 'indoor', 'air', 'quality', 'is', 'topnotch', 'get', 'reliable', 'lab', 'testing', 'by', 'air', 'allergen', 'amp']","['want', 'to', 'ensure', 'your', 'indoor', 'air', 'quality', 'is', 'topnotch', 'get', 'reliable', 'lab', 'testing', 'by', 'air', 'allergen', 'amp']","['want', 'ensure', 'indoor', 'air', 'quality', 'topnotch', 'reliable', 'lab', 'testing', 'air', 'allergen']","['want', 'ensure', 'indoor', 'air', 'quality', 'topnotch', 'reliable', 'lab', 'testing', 'air', 'allergen']",want ensure indoor air quality topnotch reliable lab testing air allergen,positive
Air Quality Index in Dhaka is 72. Condition: Moderate Caution: Limit outdoor activities for active individuals asthma patients due to pollution. https://t.co/GHMsOU9a7h #Dhaka #Bangladesh #AirQuality #News #PublicHealth,air quality index in dhaka is condition moderate caution limit outdoor activities for active individuals asthma patients due to pollution,"['air', 'quality', 'index', 'in', 'dhaka', 'is', 'condition', 'moderate', 'caution', 'limit', 'outdoor', 'activities', 'for', 'active', 'individuals', 'asthma', 'patients', 'due', 'to', 'pollution']","['air', 'quality', 'index', 'in', 'dhaka', 'is', 'condition', 'moderate', 'caution', 'limit', 'outdoor', 'activities', 'for', 'active', 'individuals', 'asthma', 'patients', 'due', 'to', 'pollution']","['air', 'quality', 'index', 'dhaka', 'condition', 'moderate', 'caution', 'limit', 'outdoor', 'activities', 'active', 'individuals', 'asthma', 'patients', 'pollution']","['air', 'quality', 'index', 'dhaka', 'condition', 'moderate', 'caution', 'limit', 'outdoor', 'activities', 'active', 'individuals', 'asthma', 'patients', 'pollution']",air quality index dhaka condition moderate caution limit outdoor activities active individuals asthma patients pollution,positive
️ Ready to experience the pinnacle of clean air quality? Contact Pezhman Dashti with EcoWater SoCal to elevate your environment today! #cleanair #airpurification #HealthwayWA #indoorairquality #healthyliving https://t.co/7cgy1uKuJo,ready to experience the pinnacle of clean air quality contact pezhman dashti with ecowater socal to elevate your environment today,"['ready', 'to', 'experience', 'the', 'pinnacle', 'of', 'clean', 'air', 'quality', 'contact', 'pezhman', 'dashti', 'with', 'ecowater', 'socal', 'to', 'elevate', 'your', 'environment', 'today']","['ready', 'to', 'experience', 'the', 'pinnacle', 'of', 'clean', 'air', 'quality', 'contact', 'pezhman', 'dashti', 'with', 'ecowater', 'socal', 'to', 'elevate', 'your', 'environment', 'today']","['ready', 'experience', 'pinnacle', 'clean', 'air', 'quality', 'contact', 'pezhman', 'dashti', 'ecowater', 'socal', 'elevate', 'environment', 'today']","['ready', 'experience', 'pinnacle', 'clean', 'air', 'quality', 'contact', 'pezhman', 'dashti', 'ecowater', 'socal', 'elevate', 'environment', 'today']",ready experience pinnacle clean air quality contact pezhman dashti ecowater socal elevate environment today,positive
I had an amazing chat with @maxlugavere on The Genius Life podcast about dealing with mold in your home. It was a phenomenal discussion where we touched on a range of important topics and how impactful indoor air quality is on our health! So thankful for the opportunity. You,i had an amazing chat with on the genius life podcast about dealing with mold in your home it was a phenomenal discussion where we touched on a range of important topics and how impactful indoor air quality is on our health so thankful for the opportunity you,"['i', 'had', 'an', 'amazing', 'chat', 'with', 'on', 'the', 'genius', 'life', 'podcast', 'about', 'dealing', 'with', 'mold', 'in', 'your', 'home', 'it', 'was', 'a', 'phenomenal', 'discussion', 'where', 'we', 'touched', 'on', 'a', 'range', 'of', 'important', 'topics', 'and', 'how', 'impactful', 'indoor', 'air', 'quality', 'is', 'on', 'our', 'health', 'so', 'thankful', 'for', 'the', 'opportunity', 'you']","['i', 'had', 'an', 'amazing', 'chat', 'with', 'on', 'the', 'genius', 'life', 'podcast', 'about', 'dealing', 'with', 'mold', 'in', 'your', 'home', 'it', 'was', 'a', 'phenomenal', 'discussion', 'where', 'we', 'touched', 'on', 'a', 'range', 'of', 'important', 'topics', 'and', 'how', 'impactful', 'indoor', 'air', 'quality', 'is', 'on', 'our', 'health', 'so', 'thankful', 'for', 'the', 'opportunity', 'you']","['amazing', 'chat', 'genius', 'life', 'podcast', 'dealing', 'mold', 'home', 'phenomenal', 'discussion', 'touched', 'range', 'important', 'topics', 'impactful', 'indoor', 'air', 'quality', 'health', 'thankful', 'opportunity']","['amazing', 'chat', 'genius', 'life', 'podcast', 'dealing', 'mold', 'home', 'phenomenal', 'discussion', 'touched', 'range', 'important', 'topics', 'impactful', 'indoor', 'air', 'quality', 'health', 'thankful', 'opportunity']",amazing chat genius life podcast dealing mold home phenomenal discussion touched range important topics impactful indoor air quality health thankful opportunity,positive
Take precautions as smoke is creating poor air quality &amp,take precautions as smoke is creating poor air quality amp,"['take', 'precautions', 'as', 'smoke', 'is', 'creating', 'poor', 'air', 'quality', 'amp']","['take', 'precautions', 'as', 'smoke', 'is', 'creating', 'poor', 'air', 'quality', 'amp']","['precautions', 'smoke', 'creating', 'poor', 'air', 'quality']","['precautions', 'smoke', 'creating', 'poor', 'air', 'quality']",precautions smoke creating poor air quality,negative
@Foodyguy1 @andraporterxo Hot weather bugs ...sweating all day air quality less and limited appetite although that can also be a benefit higher cost of gas travel and lodging. I never liked summer. ️.,hot weather bugs sweating all day air quality less and limited appetite although that can also be a benefit higher cost of gas travel and lodging i never liked summer,"['hot', 'weather', 'bugs', 'sweating', 'all', 'day', 'air', 'quality', 'less', 'and', 'limited', 'appetite', 'although', 'that', 'can', 'also', 'be', 'a', 'benefit', 'higher', 'cost', 'of', 'gas', 'travel', 'and', 'lodging', 'i', 'never', 'liked', 'summer']","['hot', 'weather', 'bugs', 'sweating', 'all', 'day', 'air', 'quality', 'less', 'and', 'limited', 'appetite', 'although', 'that', 'can', 'also', 'be', 'a', 'benefit', 'higher', 'cost', 'of', 'gas', 'travel', 'and', 'lodging', 'i', 'never', 'liked', 'summer']","['hot', 'weather', 'bugs', 'sweating', 'air', 'quality', 'less', 'limited', 'appetite', 'although', 'benefit', 'higher', 'cost', 'gas', 'travel', 'lodging', 'never', 'liked', 'summer']","['hot', 'weather', 'bugs', 'sweating', 'air', 'quality', 'less', 'limited', 'appetite', 'although', 'benefit', 'higher', 'cost', 'gas', 'travel', 'lodging', 'never', 'liked', 'summer']",hot weather bugs sweating air quality less limited appetite although benefit higher cost gas travel lodging never liked summer,neutral
The Volta EPA is scaling air quality monitoring efforts in the region to make Volta 'The Oxygen City'. Excellent Leadership from Mr Hope Smith Lomotey whose efforts were recently supported by @IQAir! Cheers to all collaborators on this critical #aquarium work. #CleanAirGhana https://t.co/0korMlFIsa,the volta epa is scaling air quality monitoring efforts in the region to make volta the oxygen city excellent leadership from mr hope smith lomotey whose efforts were recently supported by cheers to all collaborators on this critical work,"['the', 'volta', 'epa', 'is', 'scaling', 'air', 'quality', 'monitoring', 'efforts', 'in', 'the', 'region', 'to', 'make', 'volta', 'the', 'oxygen', 'city', 'excellent', 'leadership', 'from', 'mr', 'hope', 'smith', 'lomotey', 'whose', 'efforts', 'were', 'recently', 'supported', 'by', 'cheers', 'to', 'all', 'collaborators', 'on', 'this', 'critical', 'work']","['the', 'volta', 'epa', 'is', 'scaling', 'air', 'quality', 'monitoring', 'efforts', 'in', 'the', 'region', 'to', 'make', 'volta', 'the', 'oxygen', 'city', 'excellent', 'leadership', 'from', 'mr', 'hope', 'smith', 'lomotey', 'whose', 'efforts', 'were', 'recently', 'supported', 'by', 'cheers', 'to', 'all', 'collaborators', 'on', 'this', 'critical', 'work']","['volta', 'epa', 'scaling', 'air', 'quality', 'monitoring', 'efforts', 'region', 'make', 'volta', 'oxygen', 'city', 'excellent', 'leadership', 'mr', 'hope', 'smith', 'lomotey', 'whose', 'efforts', 'recently', 'supported', 'cheers', 'collaborators', 'critical', 'work']","['volta', 'epa', 'scaling', 'air', 'quality', 'monitoring', 'efforts', 'region', 'make', 'volta', 'oxygen', 'city', 'excellent', 'leadership', 'mr', 'hope', 'smith', 'lomotey', 'whose', 'efforts', 'recently', 'supported', 'cheers', 'collaborators', 'critical', 'work']",volta epa scaling air quality monitoring efforts region make volta oxygen city excellent leadership mr hope smith lomotey whose efforts recently supported cheers collaborators critical work,positive
‍ Plumber in action after a kitchen renovation! As soon as they started using ABS glue the VOC levels on my https://t.co/936Ps7Wuwr Model E skyrocketed. #AirQuality #HomeRenovation #plumbing https://t.co/XTk2ureBll,plumber in action after a kitchen renovation as soon as they started using abs glue the voc levels on my model e skyrocketed,"['plumber', 'in', 'action', 'after', 'a', 'kitchen', 'renovation', 'as', 'soon', 'as', 'they', 'started', 'using', 'abs', 'glue', 'the', 'voc', 'levels', 'on', 'my', 'model', 'e', 'skyrocketed']","['plumber', 'in', 'action', 'after', 'a', 'kitchen', 'renovation', 'as', 'soon', 'as', 'they', 'started', 'using', 'abs', 'glue', 'the', 'voc', 'levels', 'on', 'my', 'model', 'e', 'skyrocketed']","['plumber', 'action', 'kitchen', 'renovation', 'soon', 'started', 'using', 'abs', 'glue', 'voc', 'levels', 'model', 'e', 'skyrocketed']","['plumber', 'action', 'kitchen', 'renovation', 'soon', 'started', 'using', 'abs', 'glue', 'voc', 'levels', 'model', 'e', 'skyrocketed']",plumber action kitchen renovation soon started using abs glue voc levels model e skyrocketed,neutral
@Lisahistoryhou1 @thegylehotel We'd love to see Sqairs in each room already running and the TV switched on to a screen with the air quality data,wed love to see sqairs in each room already running and the tv switched on to a screen with the air quality data,"['wed', 'love', 'to', 'see', 'sqairs', 'in', 'each', 'room', 'already', 'running', 'and', 'the', 'tv', 'switched', 'on', 'to', 'a', 'screen', 'with', 'the', 'air', 'quality', 'data']","['wed', 'love', 'to', 'see', 'sqairs', 'in', 'each', 'room', 'already', 'running', 'and', 'the', 'tv', 'switched', 'on', 'to', 'a', 'screen', 'with', 'the', 'air', 'quality', 'data']","['wed', 'love', 'sqairs', 'room', 'already', 'running', 'tv', 'switched', 'screen', 'air', 'quality', 'data']","['wed', 'love', 'sqairs', 'room', 'already', 'running', 'tv', 'switched', 'screen', 'air', 'quality', 'data']",wed love sqairs room already running tv switched screen air quality data,positive
HEAT AND AIR QUALITY ADVISORY Heat Advisory in Effect Now Through Tuesday July 9 at 8 p.m. Health officials recommend that sensitive groups (very young the elderly the ill &amp,heat and air quality advisory heat advisory in effect now through tuesday july at pm health officials recommend that sensitive groups very young the elderly the ill amp,"['heat', 'and', 'air', 'quality', 'advisory', 'heat', 'advisory', 'in', 'effect', 'now', 'through', 'tuesday', 'july', 'at', 'pm', 'health', 'officials', 'recommend', 'that', 'sensitive', 'groups', 'very', 'young', 'the', 'elderly', 'the', 'ill', 'amp']","['heat', 'and', 'air', 'quality', 'advisory', 'heat', 'advisory', 'in', 'effect', 'now', 'through', 'tuesday', 'july', 'at', 'pm', 'health', 'officials', 'recommend', 'that', 'sensitive', 'groups', 'very', 'young', 'the', 'elderly', 'the', 'ill', 'amp']","['heat', 'air', 'quality', 'advisory', 'heat', 'advisory', 'effect', 'tuesday', 'july', 'health', 'officials', 'recommend', 'sensitive', 'groups', 'young', 'elderly', 'ill']","['heat', 'air', 'quality', 'advisory', 'heat', 'advisory', 'effect', 'tuesday', 'july', 'health', 'officials', 'recommend', 'sensitive', 'groups', 'young', 'elderly', 'ill']",heat air quality advisory heat advisory effect tuesday july health officials recommend sensitive groups young elderly ill,negative
